transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,transaction_amount,payment_method,card_number,cvv
T0005600,C00796,P0690,2026-04-27,2,1486.55,2973.1,Credit Card,4212055888194693,551
T0005601,C05136,P0823,2025-12-06,2,982.98,1965.96,UPI,4662069264548526,975
T0005602,C07211,P0047,2025-04-21,5,3821.71,19108.55,Debit Card,341905870548193,018
T0005603,C01682,P0806,2025-12-04,4,157.76,631.04,Debit Card,4078571915059,607
T0005604,C09088,P0818,2025-09-10,5,2667.77,13338.85,Debit Card,3530822736511924,386
T0005605,C02187,P0036,2025-05-22,2,1135.64,2271.28,Cash,213100055040928,318
T0005606,C00456,P0404,2024-08-14,2,3380.5,6761.0,Cash,4599024288102873,087
T0005607,C07170,P0537,2025-03-11,5,2073.41,10367.05,Cash,4989840999924638,915
T0005608,C09270,P0088,2024-09-23,3,1925.92,5777.76,UPI,3579749552273507,252
T0005609,C08589,P0571,2025-01-11,5,843.55,4217.75,Cash,4299730086515024,529
T0005610,C06949,P0128,2025-07-16,4,1575.88,6303.52,Credit Card,346738555095809,831
T0005611,C07765,P0692,2025-03-25,1,4516.44,4516.44,Debit Card,6517757649408679,721
T0005612,C08963,P0651,2024-08-10,2,3962.35,7924.7,UPI,3501525916936580,1385
T0005613,C00310,P0698,2026-04-16,2,2937.55,5875.1,Debit Card,341448579869818,005
T0005614,C06105,P0609,2024-10-15,4,4670.19,18680.76,Cash,341687680309624,495
T0005615,C08602,P0253,2026-05-03,3,3975.02,11925.06,UPI,4853524344159461,899
T0005616,C02868,P0336,2026-05-07,2,3744.15,7488.3,Cash,4853037515168,579
T0005617,C06494,P0507,2026-05-22,4,439.3,1757.2,Credit Card,4240757163394775,819
T0005618,C02111,P0472,2024-11-27,2,2826.78,5653.56,Cash,30585674661446,459
T0005619,C07944,P0290,2025-06-02,4,2989.37,11957.48,Credit Card,348970538698361,504
T0005620,C09325,P0780,2024-11-12,2,1948.69,3897.38,Debit Card,502050717458,776
T0005621,C08961,P0470,2025-05-20,2,618.68,1237.36,UPI,4659788009407822,633
T0005622,C00458,P0770,2025-06-17,1,2545.85,2545.85,Debit Card,4663003359733015,755
T0005623,C00137,P0879,2025-08-21,4,961.04,3844.16,UPI,3585067862785207,088
T0005624,C06579,P0975,2025-09-22,5,3252.65,16263.25,UPI,4374927301601740,276
T0005625,C02364,P0608,2025-04-02,2,1037.38,2074.76,Cash,4754855089231457,437
T0005626,C02997,P0598,2025-01-06,5,3749.22,18746.1,Cash,4414313093525995,185
T0005627,C00836,P0871,2026-04-13,1,3614.06,3614.06,Debit Card,4744996434824,326
T0005628,C08778,P0837,2026-08-03,4,1412.01,5648.04,Credit Card,4465342301714428141,416
T0005629,C08607,P0612,2025-05-18,2,1817.02,3634.04,Credit Card,3527852638221475,945
T0005630,C06650,P0217,2025-06-11,1,203.6,203.6,UPI,4882335197967248,843
T0005631,C04504,P0045,2026-03-10,1,2202.09,2202.09,UPI,3510125734089180,637
T0005632,C06627,P0946,2026-08-01,3,1295.91,3887.73,Debit Card,6554009431241882,792
T0005633,C09642,P0492,2026-04-12,2,88.05,176.1,Credit Card,30300056906645,264
T0005634,C01303,P0095,2025-01-16,4,2410.1,9640.4,Credit Card,30308366831452,938
T0005635,C03660,P0806,2026-03-31,5,157.76,788.8,Credit Card,377699506793276,958
T0005636,C09114,P0640,2026-02-12,2,3886.07,7772.14,UPI,180087614460292,973
T0005637,C04469,P0272,2026-02-11,5,2373.51,11867.55,Cash,4389913372546603,493
T0005638,C01987,P0339,2024-10-13,3,4111.72,12335.16,Cash,341588836078735,032
T0005639,C04071,P0444,2025-01-22,5,3446.18,17230.9,Debit Card,4062177328996056,842
T0005640,C00953,P0439,2025-05-30,1,2988.65,2988.65,Credit Card,342771549659582,722
T0005641,C09601,P0632,2024-11-07,2,1945.13,3890.26,Credit Card,4477398885041781287,737
T0005642,C08246,P0573,2024-12-17,3,4734.75,14204.25,Credit Card,6596973510354256,563
T0005643,C00326,P0974,2025-03-13,4,3856.32,15425.28,Debit Card,4518580835647460,111
T0005644,C09187,P0402,2026-04-06,5,3963.88,19819.4,Debit Card,4894684957775358,647
T0005645,C01536,P0559,2025-03-07,1,2083.75,2083.75,Credit Card,30298893786081,090
T0005646,C01574,P0012,2025-09-04,4,1716.14,6864.56,UPI,180095172192843,250
T0005647,C06315,P0023,2025-07-26,2,1371.54,2743.08,Debit Card,213192857199929,898
T0005648,C09690,P0141,2026-02-03,2,1674.9,3349.8,Debit Card,6011195845913724,709
T0005649,C05475,P0687,2025-07-17,3,2830.17,8490.51,UPI,349305167970543,401
T0005650,C04662,P0819,2026-02-20,3,67.19,201.57,Credit Card,5249207739544345,090
T0005651,C08179,P0397,2026-02-15,3,1510.95,4532.85,UPI,36408589105868,375
T0005652,C07813,P0949,2025-06-05,5,1558.06,7790.3,Debit Card,4532026745396097,672
T0005653,C06581,P0338,2025-02-14,3,4674.53,14023.59,Credit Card,6514620719294119,011
T0005654,C05562,P0577,2026-06-07,5,1905.82,9529.1,Cash,30052213341121,177
T0005655,C00515,P0735,2025-06-25,1,1659.0,1659.0,UPI,30156362893814,737
T0005656,C01964,P0732,2025-04-30,2,2534.01,5068.02,Cash,4144441146544858,415
T0005657,C08896,P0172,2025-10-04,3,2101.48,6304.44,Debit Card,375837208296949,505
T0005658,C06185,P0037,2026-07-07,1,2492.9,2492.9,Debit Card,4052165355973843,1748
T0005659,C03804,P0979,2025-01-11,2,2577.85,5155.7,Debit Card,6011343873757866,029
T0005660,C05519,P0369,2026-01-06,4,3424.91,13699.64,Debit Card,3596126880640856,975
T0005661,C07891,P0585,2025-05-10,2,2145.11,4290.22,UPI,5168224663123399,067
T0005662,C01814,P0885,2025-09-13,2,2553.38,5106.76,Cash,4109117272436035,760
T0005663,C06081,P0256,2024-12-25,4,2789.69,11158.76,Debit Card,213130563593373,286
T0005664,C07832,P0393,2025-02-21,1,2106.74,2106.74,Cash,4496410702452768,917
T0005665,C08228,P0152,2025-03-22,1,3611.18,3611.18,Credit Card,30487329456167,273
T0005666,C09325,P0924,2025-11-06,2,1179.29,2358.58,Debit Card,4034521493748989,748
T0005667,C06375,P0943,2025-02-02,3,2490.96,7472.88,Cash,4061323237147,208
T0005668,C08995,P0360,2026-01-05,5,4772.99,23864.95,Credit Card,4784820904964,150
T0005669,C09897,P0356,2026-03-26,1,2373.98,2373.98,Debit Card,4049575372936,724
T0005670,C07009,P0119,2026-02-13,2,2468.23,4936.46,UPI,4748757161545590494,091
T0005671,C05012,P0432,2024-09-03,3,2724.07,8172.21,Cash,180070655451685,567
T0005672,C07565,P0421,2024-08-09,3,1845.3,5535.9,Cash,30147510689584,452
T0005673,C06165,P0430,2024-10-10,2,3883.12,7766.24,Credit Card,30176278335288,160
T0005674,C01012,P0041,2026-07-09,4,2669.12,10676.48,Debit Card,576787085025,759
T0005675,C01597,P0599,2025-11-03,1,384.42,384.42,Cash,213196983679357,564
T0005676,C04962,P0583,2026-01-21,3,1316.82,3950.46,Cash,4824546037689,607
T0005677,C02946,P0869,2026-08-01,5,4327.22,21636.1,Credit Card,4533102998057,415
T0005678,C06935,P0250,2025-06-22,1,1244.71,1244.71,UPI,3595207662394465,234
T0005679,C07037,P0392,2024-10-16,5,4552.66,22763.3,Debit Card,377642803100076,436
T0005680,C02847,P0987,2025-08-06,4,1593.86,6375.44,UPI,2250101680565388,143
T0005681,C03806,P0693,2026-07-18,2,3619.59,7239.18,Credit Card,345070077288683,849
T0005682,C00363,P0089,2025-12-29,3,4636.26,13908.78,Debit Card,375091744584224,964
T0005683,C00731,P0734,2025-05-22,1,733.51,733.51,UPI,180077449031012,222
T0005684,C05672,P0415,2025-11-09,5,4749.43,23747.15,UPI,501866461996,852
T0005685,C07946,P0372,2024-08-10,1,4568.5,4568.5,Credit Card,4864022297034862020,608
T0005686,C05008,P0963,2024-12-07,2,1087.76,2175.52,Cash,213125779986197,103
T0005687,C01746,P0682,2024-12-21,1,2226.05,2226.05,Debit Card,3526964873992917,001
T0005688,C06860,P0163,2025-08-18,5,3290.79,16453.95,Debit Card,4462251678459696,608
T0005689,C01973,P0688,2026-04-13,4,2359.04,9436.16,Credit Card,213103755016933,844
T0005690,C09354,P0274,2025-07-09,5,4708.26,23541.3,Credit Card,6563270360588524,081
T0005691,C04758,P0129,2025-03-08,2,1089.88,2179.76,Credit Card,3549265835776908,420
T0005692,C05674,P0601,2025-02-08,5,2930.42,14652.1,Debit Card,2319862638628896,468
T0005693,C01012,P0736,2025-05-15,1,1915.28,1915.28,Debit Card,377960039757844,032
T0005694,C04493,P0597,2025-08-29,5,3196.57,15982.85,UPI,060439156658,438
T0005695,C03280,P0191,2024-09-10,5,1946.02,9730.1,Debit Card,3556128044118975,783
T0005696,C07615,P0670,2026-07-05,2,884.75,1769.5,Credit Card,501822471857,075
T0005697,C08916,P0428,2026-02-10,2,389.62,779.24,Credit Card,4830038420879981738,665
T0005698,C05991,P0558,2026-05-04,5,4518.15,22590.75,Cash,6513681656895939,908
T0005699,C02432,P0204,2025-09-19,2,866.97,1733.94,Credit Card,6505435434748849,659
T0005700,C09409,P0416,2026-02-06,3,2957.33,8871.99,Debit Card,3565201014356211,010
T0005701,C05645,P0377,2024-11-19,2,4728.92,9457.84,Cash,213188296121789,773
T0005702,C04857,P0296,2026-05-06,3,618.14,1854.42,Debit Card,30152036899550,117
T0005703,C01213,P0572,2025-02-21,4,779.38,3117.52,Cash,4200667782769,220
T0005704,C00570,P0292,2025-05-07,5,4305.05,21525.25,Cash,4398478321913253,165
T0005705,C00609,P0273,2024-12-01,4,962.6,3850.4,Credit Card,675965342362,113
T0005706,C05392,P0169,2025-08-31,1,1586.58,1586.58,Debit Card,6563713851323083,591
T0005707,C06384,P0712,2026-01-09,3,3032.19,9096.57,UPI,6562051581665874,507
T0005708,C07036,P0123,2025-07-09,1,2237.09,2237.09,Credit Card,4086696271539342,660
T0005709,C01757,P0038,2024-10-28,4,592.76,2371.04,Cash,4240520766904386,036
T0005710,C00662,P0199,2025-03-22,5,3750.2,18751.0,Debit Card,5415832102032038,300
T0005711,C00952,P0579,2024-10-05,1,772.94,772.94,UPI,4118832158824,977
T0005712,C03397,P0445,2025-06-04,5,4553.02,22765.1,UPI,3585717895897714,556
T0005713,C03231,P0380,2025-04-24,3,4996.9,14990.7,Credit Card,639021081802,760
T0005714,C00210,P0563,2024-08-25,4,3407.62,13630.48,Credit Card,4239271749742070,131
T0005715,C08512,P0355,2025-07-14,3,3291.17,9873.51,Debit Card,377485459732127,857
T0005716,C02950,P0330,2026-02-04,1,4737.95,4737.95,Credit Card,4971854067721438,362
T0005717,C00168,P0348,2025-07-16,3,4571.48,13714.44,Credit Card,6534420534912383,863
T0005718,C05575,P0058,2024-10-04,3,672.51,2017.53,Credit Card,4119009629206898,9591
T0005719,C08022,P0369,2024-11-18,2,3424.91,6849.82,UPI,4512483355525,749
T0005720,C02766,P0831,2025-05-08,3,4325.46,12976.38,Credit Card,3508723029135942,560
T0005721,C04171,P0968,2024-08-28,3,2272.88,6818.64,Debit Card,4511311047993233193,690
T0005722,C00738,P0488,2024-09-13,1,2586.11,2586.11,Credit Card,3515417351288244,800
T0005723,C08277,P0114,2025-07-05,1,4662.19,4662.19,Debit Card,180020612147652,970
T0005724,C09510,P0769,2025-10-15,2,2494.87,4989.74,Debit Card,4096718045519536447,329
T0005725,C09520,P0613,2024-10-21,4,3295.87,13183.48,Cash,376726903612444,212
T0005726,C03230,P0649,2025-04-28,5,1839.39,9196.95,Cash,501868982742,473
T0005727,C01042,P0087,2025-05-09,3,2035.15,6105.45,Debit Card,3543064096338656,060
T0005728,C04572,P0472,2025-10-15,2,2826.78,5653.56,Credit Card,4313884298635245,741
T0005729,C00823,P0415,2025-09-16,1,4749.43,4749.43,Debit Card,180054577654196,328
T0005730,C03838,P0352,2024-09-28,4,546.8,2187.2,Debit Card,501869621109,722
T0005731,C05871,P0956,2025-04-09,4,3687.63,14750.52,Credit Card,4208253508658967,360
T0005732,C00483,P0225,2025-06-25,4,3402.87,13611.48,Cash,180073327548821,464
T0005733,C07334,P0291,2026-04-14,1,1195.81,1195.81,Cash,579265005580,563
T0005734,C08423,P0177,2025-09-27,5,4791.93,23959.65,UPI,2637871061024387,768
T0005735,C07361,P0315,2026-07-06,5,2502.57,12512.85,UPI,3591955753264112,610
T0005736,C01851,P0380,2024-09-02,2,4996.9,9993.8,Credit Card,4373737454800929,372
T0005737,C08326,P0959,2026-02-08,1,613.74,613.74,Debit Card,4592182891906372341,420
T0005738,C04039,P0914,2025-09-09,5,2855.14,14275.7,UPI,347835399714048,813
T0005739,C05402,P0726,2025-04-05,5,2428.22,12141.1,Debit Card,344669561727337,1991
T0005740,C05782,P0227,2026-05-10,4,2980.88,11923.52,Debit Card,4796288190110326999,797
T0005741,C03610,P0434,2026-03-30,2,123.56,247.12,Cash,343414525925920,064
T0005742,C04540,P0916,2026-02-19,4,3790.27,15161.08,Credit Card,630437097276,016
T0005743,C04307,P0860,2025-11-05,3,4997.88,14993.64,Cash,3564347257301082,847
T0005744,C01045,P0834,2025-05-21,2,2908.5,5817.0,Credit Card,3514131514840004,032
T0005745,C04783,P0127,2025-01-13,5,783.06,3915.3,Credit Card,4000425796109016,308
T0005746,C05678,P0643,2024-10-23,5,657.06,3285.3,Credit Card,630449594864,076
T0005747,C08429,P0701,2026-01-09,1,2706.62,2706.62,UPI,4931339371095348,498
T0005748,C00688,P0308,2026-03-17,1,249.15,249.15,UPI,4863615760586597,4234
T0005749,C09565,P0713,2024-11-11,5,249.26,1246.3,Cash,213189129664508,393
T0005750,C06365,P0561,2024-08-12,5,2693.36,13466.8,Debit Card,4688211938088220,207
T0005751,C08839,P0034,2025-05-03,1,1350.57,1350.57,Cash,4377199435205,195
T0005752,C06216,P0349,2025-12-30,1,4942.65,4942.65,Credit Card,2700353752283798,296
T0005753,C01096,P0843,2025-05-09,1,1534.45,1534.45,Debit Card,213185111296531,649
T0005754,C06915,P0433,2025-09-11,3,3322.24,9966.72,Credit Card,2330474071995280,357
T0005755,C00685,P0182,2024-08-28,5,4084.28,20421.4,UPI,4165624237897278264,404
T0005756,C07679,P0823,2026-07-04,5,982.98,4914.9,Debit Card,4539262849529423,271
T0005757,C08762,P0552,2024-11-04,1,1171.39,1171.39,Cash,4323012477776,444
T0005758,C03678,P0160,2025-08-11,4,2867.07,11468.28,Debit Card,6545162653964756,395
T0005759,C08248,P0731,2026-06-27,4,799.58,3198.32,UPI,180028285065655,361
T0005760,C04278,P0034,2025-03-10,3,1350.57,4051.71,Cash,4273822016187287,441
T0005761,C00331,P0894,2026-01-21,2,1242.8,2485.6,Credit Card,4717062739243,967
T0005762,C07043,P0209,2025-09-09,4,298.91,1195.64,Debit Card,38800341436359,428
T0005763,C01647,P0905,2025-01-23,4,4887.78,19551.12,Cash,6536959618019480,056
T0005764,C02686,P0442,2024-10-31,2,2317.31,4634.62,Debit Card,4822468082823110,393
T0005765,C09404,P0636,2026-05-23,5,1606.21,8031.05,UPI,4330363055868538,1240
T0005766,C05149,P0978,2024-10-27,1,102.21,102.21,Cash,4327263626155,045
T0005767,C08405,P0092,2026-06-09,4,1518.7,6074.8,Credit Card,4216281119901091328,9747
T0005768,C07151,P0973,2026-04-08,4,3208.99,12835.96,Debit Card,4637971380540166,269
T0005769,C03908,P0047,2026-02-15,4,3821.71,15286.84,Cash,30007342776720,744
T0005770,C05835,P0120,2025-12-26,3,3189.71,9569.13,UPI,6550480148154060,077
T0005771,C01548,P0360,2026-01-18,3,4772.99,14318.97,Cash,4694993002431,0310
T0005772,C01803,P0232,2025-08-02,5,2554.51,12772.55,Cash,371332132546696,845
T0005773,C00241,P0020,2024-12-09,1,4283.82,4283.82,Credit Card,2222024275644381,122
T0005774,C00507,P0712,2026-01-23,5,3032.19,15160.95,Cash,3565882999097944,960
T0005775,C01015,P0546,2025-04-15,4,2816.66,11266.64,Debit Card,4202047988033,116
T0005776,C05254,P0660,2026-04-09,1,4395.9,4395.9,Debit Card,6011718258105130,048
T0005777,C08130,P0363,2026-04-21,3,3746.49,11239.47,Debit Card,4612514324594464878,679
T0005778,C01936,P0303,2025-01-12,1,2722.91,2722.91,Cash,372297943343584,970
T0005779,C08122,P0007,2024-10-07,1,3594.3,3594.3,Credit Card,3542638017017027,850
T0005780,C04162,P0649,2025-01-16,4,1839.39,7357.56,Credit Card,38777652850537,917
T0005781,C06092,P0296,2024-10-04,3,618.14,1854.42,Cash,4300685111743426261,299
T0005782,C03403,P0134,2025-09-02,3,172.69,518.07,Credit Card,2716367890550498,611
T0005783,C00385,P0584,2025-11-07,3,4704.12,14112.36,Debit Card,373257913795071,140
T0005784,C06462,P0742,2025-03-25,3,3539.69,10619.07,Cash,4663482320000,592
T0005785,C03327,P0534,2026-06-21,2,1276.33,2552.66,UPI,4304012657435,892
T0005786,C08196,P0285,2026-07-09,3,4802.54,14407.62,Cash,4946188163406,3684
T0005787,C08362,P0233,2025-03-28,4,4255.4,17021.6,UPI,6011768503890333,824
T0005788,C01861,P0635,2025-04-01,4,731.59,2926.36,UPI,3546643743920888,932
T0005789,C00062,P0461,2025-05-25,1,694.07,694.07,Credit Card,36360221781814,732
T0005790,C00351,P0014,2026-07-28,2,1359.38,2718.76,Debit Card,3526111513613160,006
T0005791,C09430,P0455,2026-04-16,1,4145.73,4145.73,UPI,349303956277519,456
T0005792,C05744,P0007,2026-05-05,1,3594.3,3594.3,Debit Card,375307225313655,664
T0005793,C00824,P0158,2026-07-22,5,999.61,4998.05,Credit Card,4884622354387346,967
T0005794,C00175,P0101,2025-08-06,3,455.82,1367.46,Debit Card,213190284914522,232
T0005795,C00637,P0945,2025-01-21,4,2446.95,9787.8,Credit Card,5495173259031827,708
T0005796,C02036,P0506,2025-11-08,1,2206.6,2206.6,Credit Card,213186662569417,630
T0005797,C07410,P0302,2026-06-26,1,2042.42,2042.42,Credit Card,30398202611101,664
T0005798,C07705,P0634,2026-05-06,2,1891.47,3782.94,Credit Card,2281390777512857,364
T0005799,C03852,P0306,2025-01-05,3,502.07,1506.21,UPI,4046440196010876,752
T0005800,C05995,P0782,2025-10-29,3,2933.18,8799.54,Cash,379649829138624,999
T0005801,C07258,P0136,2025-01-04,1,838.03,838.03,Credit Card,4355423402332,451
T0005802,C05132,P0576,2026-03-08,1,1901.11,1901.11,Credit Card,4859246003623,368
T0005803,C08542,P0857,2026-05-22,1,1084.0,1084.0,Credit Card,3564917595998078,510
T0005804,C00111,P0962,2025-12-19,2,4767.37,9534.74,Credit Card,3567122921850864,275
T0005805,C08954,P0253,2026-01-03,5,3975.02,19875.1,Debit Card,341900560115049,261
T0005806,C07464,P0963,2025-09-22,3,1087.76,3263.28,Cash,375703908292879,272
T0005807,C04818,P0447,2026-05-13,2,674.65,1349.3,UPI,4237897475277,209
T0005808,C07882,P0445,2025-12-11,5,4553.02,22765.1,Credit Card,4337046116840983,5820
T0005809,C00531,P0873,2025-10-23,1,2870.46,2870.46,UPI,3535546493253504,5027
T0005810,C01267,P0127,2026-07-03,2,783.06,1566.12,Credit Card,4408894863058356,830
T0005811,C05216,P0665,2026-05-27,5,1166.08,5830.4,Debit Card,4276853297769036569,216
T0005812,C08806,P0353,2026-01-08,1,2653.46,2653.46,Credit Card,3511122704248556,387
T0005813,C02870,P0930,2026-07-25,4,1978.63,7914.52,Credit Card,3559713279395641,835
T0005814,C04040,P0227,2025-12-07,5,2980.88,14904.4,Credit Card,676346767210,449
T0005815,C03389,P0949,2025-11-17,1,1558.06,1558.06,Debit Card,213101005910434,098
T0005816,C08887,P0420,2026-02-20,1,2251.24,2251.24,Debit Card,373078754344229,256
T0005817,C00399,P0760,2025-09-20,3,1462.81,4388.43,Credit Card,3588519592142734,886
T0005818,C06323,P0472,2025-02-27,1,2826.78,2826.78,Debit Card,4257399288715010817,404
T0005819,C07853,P0606,2024-08-25,2,717.52,1435.04,UPI,4950951421931581,922
T0005820,C04806,P0993,2025-11-23,3,4010.25,12030.75,Credit Card,341638121368448,126
T0005821,C07805,P0706,2026-07-19,5,1478.58,7392.9,Credit Card,3595295251347234,383
T0005822,C00152,P0344,2025-03-13,2,2739.98,5479.96,UPI,676266320909,264
T0005823,C04851,P0456,2024-10-12,4,3661.58,14646.32,Debit Card,4225067140203449,894
T0005824,C08940,P0587,2026-05-11,5,2128.14,10640.7,UPI,2707092319679527,241
T0005825,C06782,P0561,2025-04-23,4,2693.36,10773.44,UPI,4707543612312063,276
T0005826,C07546,P0752,2025-12-27,5,3717.41,18587.05,UPI,2638024424389373,938
T0005827,C04083,P0163,2025-04-12,1,3290.79,3290.79,UPI,3599858121628996,838
T0005828,C00093,P0498,2025-09-05,2,2015.5,4031.0,Cash,675904308250,756
T0005829,C07780,P0025,2026-07-24,4,1261.81,5047.24,UPI,3555587382173333,7222
T0005830,C04488,P0992,2024-12-09,4,4253.44,17013.76,Debit Card,30395240224020,156
T0005831,C04688,P0779,2024-11-09,4,4682.34,18729.36,Debit Card,6566290506842103,193
T0005832,C04715,P0779,2026-07-10,3,4682.34,14047.02,Debit Card,180051313951555,567
T0005833,C01142,P0665,2026-07-20,2,1166.08,2332.16,UPI,213140978166004,705
T0005834,C04103,P0424,2025-12-31,5,4747.6,23738.0,UPI,371754209089161,836
T0005835,C03073,P0360,2025-01-08,5,4772.99,23864.95,UPI,4322176163530331,876
T0005836,C05169,P0169,2024-09-07,2,1586.58,3173.16,Debit Card,4504457044589419277,605
T0005837,C08788,P0144,2025-05-29,2,4699.22,9398.44,Cash,4635979411590649,800
T0005838,C04596,P0521,2025-04-25,1,2226.83,2226.83,Cash,2578430787197984,694
T0005839,C06987,P0821,2025-11-21,5,2683.07,13415.35,Credit Card,213148119986412,903
T0005840,C05965,P0060,2025-03-24,4,3052.64,12210.56,Debit Card,3583054967463866,641
T0005841,C07114,P0356,2026-07-19,2,2373.98,4747.96,Debit Card,581887381209,395
T0005842,C03126,P0715,2026-07-21,3,2312.09,6936.27,Debit Card,501874777292,665
T0005843,C01261,P0415,2026-04-15,3,4749.43,14248.29,UPI,4993711769499891,108
T0005844,C03152,P0677,2026-06-05,4,3109.64,12438.56,Cash,4443930819980,451
T0005845,C05278,P0444,2025-06-28,5,3446.18,17230.9,Debit Card,4234154108008590875,703
T0005846,C04658,P0370,2026-04-17,2,916.59,1833.18,Debit Card,568653836326,029
T0005847,C00831,P0639,2025-01-24,5,4572.04,22860.2,UPI,4792258957173493,614
T0005848,C09080,P0789,2025-05-23,5,2417.0,12085.0,Credit Card,4101999229414,452
T0005849,C06198,P0155,2025-10-14,5,4505.23,22526.15,Debit Card,30112671790381,222
T0005850,C07853,P0420,2026-01-24,4,2251.24,9004.96,Cash,4133218922646385,518
T0005851,C05239,P0565,2024-09-02,4,1940.27,7761.08,Debit Card,2228622544992285,728
T0005852,C03032,P0473,2025-11-10,5,3391.13,16955.65,Cash,6503166950398287,215
T0005853,C09406,P0208,2025-05-13,4,2171.63,8686.52,Credit Card,4186371226735507,921
T0005854,C02891,P0291,2025-01-08,5,1195.81,5979.05,Cash,4520634167415164,123
T0005855,C01780,P0926,2025-04-27,5,1931.36,9656.8,Credit Card,344500865190809,805
T0005856,C06450,P0797,2025-03-11,2,4152.43,8304.86,Credit Card,30598008459205,750
T0005857,C03617,P0516,2026-03-06,5,4758.9,23794.5,Debit Card,342518319328678,554
T0005858,C00214,P0847,2025-10-23,4,2092.75,8371.0,Debit Card,3507205199949238,364
T0005859,C09354,P0615,2025-07-13,1,3729.37,3729.37,Debit Card,3596102722695812,962
T0005860,C04182,P0333,2025-02-18,3,2438.37,7315.11,Debit Card,6011663149127150,322
T0005861,C09118,P0143,2025-10-12,5,3413.61,17068.05,Credit Card,213110121718985,119
T0005862,C08725,P0412,2025-12-31,4,4979.84,19919.36,UPI,180078676558453,398
T0005863,C04205,P0171,2026-04-25,3,3075.81,9227.43,Debit Card,2532086541052835,101
T0005864,C08694,P0209,2025-09-22,4,298.91,1195.64,Cash,30046856165177,252
T0005865,C01004,P0296,2025-06-29,4,618.14,2472.56,Credit Card,3510221036070570,785
T0005866,C02037,P0183,2024-12-07,4,4161.32,16645.28,Cash,4911045137715400,912
T0005867,C08778,P0027,2024-11-21,4,3438.84,13755.36,UPI,180027684713600,757
T0005868,C00051,P0276,2026-01-01,1,416.71,416.71,Debit Card,2275233499082551,484
T0005869,C05100,P0259,2026-03-10,1,1567.78,1567.78,UPI,379027852700356,5845
T0005870,C02952,P0813,2026-01-07,3,4964.64,14893.92,UPI,6011200724589858,866
T0005871,C00122,P0394,2024-09-02,2,3943.24,7886.48,Cash,4943386599911,459
T0005872,C06934,P0409,2026-01-07,2,362.92,725.84,Credit Card,630400256990,286
T0005873,C01367,P0073,2025-06-11,5,2064.95,10324.75,UPI,4433745004886,295
T0005874,C05265,P0912,2024-09-13,3,763.75,2291.25,Debit Card,30143572918391,054
T0005875,C04814,P0275,2026-05-28,4,4119.47,16477.88,Debit Card,4741921233696593,772
T0005876,C00122,P0797,2025-12-03,4,4152.43,16609.72,UPI,4966430553291875322,389
T0005877,C00024,P0262,2025-05-17,2,1121.1,2242.2,Debit Card,4681221935906537,515
T0005878,C04673,P0729,2026-07-08,5,2884.22,14421.1,Cash,6587010616430713,692
T0005879,C06206,P0857,2026-07-17,4,1084.0,4336.0,Debit Card,3538562980179570,185
T0005880,C02270,P0473,2026-02-09,4,3391.13,13564.52,Credit Card,501889098254,624
T0005881,C07742,P0050,2025-12-10,1,806.55,806.55,Credit Card,3579923888368303,214
T0005882,C03870,P0030,2025-04-13,4,4388.02,17552.08,Debit Card,30372423235388,444
T0005883,C00309,P0114,2025-08-20,5,4662.19,23310.95,UPI,6011029368441450,326
T0005884,C07985,P0224,2026-01-02,5,2914.49,14572.45,UPI,4170245910930130846,060
T0005885,C07135,P0138,2024-08-18,2,1037.89,2075.78,Credit Card,3576143159636873,593
T0005886,C06948,P0600,2026-01-20,3,3302.67,9908.01,UPI,371952217397622,410
T0005887,C06237,P0440,2025-09-16,1,1146.67,1146.67,Credit Card,4294330620696,216
T0005888,C00790,P0192,2026-05-03,4,1109.07,4436.28,Cash,567843109792,781
T0005889,C03242,P0660,2025-02-13,5,4395.9,21979.5,Credit Card,3504774405253357,925
T0005890,C09223,P0658,2025-06-24,2,3229.58,6459.16,Cash,3571755469069035,854
T0005891,C09034,P0082,2025-11-13,2,4049.71,8099.42,Debit Card,503861050741,263
T0005892,C07967,P0550,2026-01-22,5,942.3,4711.5,Cash,4660918077151203,704
T0005893,C04955,P0925,2025-01-20,1,2187.65,2187.65,UPI,3583018810851791,449
T0005894,C08446,P0168,2025-03-23,1,4101.2,4101.2,UPI,4131243149209487140,315
T0005895,C00023,P0354,2026-03-07,2,3626.1,7252.2,UPI,2261997985939096,528
T0005896,C07768,P0490,2025-01-12,3,2658.32,7974.96,Debit Card,4775596214470611,407
T0005897,C09064,P0175,2025-03-14,4,3453.73,13814.92,Cash,346651602198668,444
T0005898,C03508,P0877,2026-04-01,5,882.76,4413.8,Credit Card,4380075552086665009,604
T0005899,C07505,P0348,2025-12-02,5,4571.48,22857.4,Cash,213184388518255,811
T0005900,C00080,P0233,2025-07-05,5,4255.4,21277.0,UPI,4369488459324483,075
T0005901,C09813,P0476,2025-07-01,3,1787.57,5362.71,Debit Card,30449380067937,845
T0005902,C05874,P0003,2025-07-19,1,3716.31,3716.31,Credit Card,30260337243749,319
T0005903,C09027,P0766,2025-10-28,4,95.87,383.48,UPI,3568527362958555,041
T0005904,C06009,P0240,2026-07-11,2,3668.58,7337.16,Cash,180083720237922,487
T0005905,C05516,P0723,2025-09-08,2,2939.33,5878.66,Cash,574835634886,104
